VertexID,Rank
33,0.000259
1764,0.000245
3823,0.000183
338,0.000148
3,0.000144
1511,0.000133
1113,0.000133
952,0.000127
853,0.000121
6908,0.000110
7307,0.000109
127,0.000108
4972,0.000107
155,0.000105
2371,0.000104
1882,0.000104
69,0.000100
736,0.000097
7438,0.000095
2376,0.000095
