VertexID,Rank
33,0.000254
1764,0.000240
3823,0.000183
338,0.000147
3,0.000139
1511,0.000134
952,0.000129
1113,0.000129
853,0.000126
127,0.000111
7307,0.000111
6908,0.000109
4972,0.000108
2371,0.000107
1882,0.000100
155,0.000099
69,0.000098
736,0.000097
3504,0.000094
7438,0.000094
