VertexID,Rank
33,0.000246
1764,0.000231
3823,0.000183
3,0.000147
338,0.000147
1511,0.000134
952,0.000120
853,0.000119
127,0.000116
2371,0.000115
1113,0.000114
4972,0.000107
7307,0.000104
155,0.000102
6908,0.000100
69,0.000099
3052,0.000098
1454,0.000098
2376,0.000097
7438,0.000094
