VertexID,Rank
33,0.608147388
1764,0.573016292
3823,0.432574086
338,0.345970829
3,0.332089267
1511,0.312332003
1113,0.308613105
952,0.301749900
853,0.293114865
7307,0.263286123
127,0.260060813
6908,0.259250076
4972,0.255498210
2371,0.252808318
155,0.240941184
1882,0.235494996
736,0.232494426
69,0.229868299
3504,0.224299232
1454,0.223834599
