VertexID,Rank
33,0.000255
1764,0.000245
3823,0.000178
338,0.000145
3,0.000137
1511,0.000136
1113,0.000124
952,0.000124
7307,0.000124
853,0.000113
3504,0.000106
1978,0.000101
6908,0.000099
1882,0.000098
4972,0.000098
127,0.000096
7438,0.000094
1964,0.000094
155,0.000093
2371,0.000090
