VertexID,Rank
33,0.000246
1764,0.000241
3823,0.000176
338,0.000155
3,0.000142
1113,0.000136
1511,0.000126
952,0.000122
853,0.000119
7307,0.000113
127,0.000111
2371,0.000107
155,0.000106
4972,0.000101
2376,0.000099
69,0.000099
6908,0.000099
1882,0.000098
7438,0.000093
736,0.000093
