VertexID,Rank
33,0.000248
1764,0.000246
3823,0.000184
338,0.000151
3,0.000141
952,0.000137
1113,0.000131
1511,0.000131
853,0.000127
2371,0.000117
6908,0.000110
7307,0.000105
7438,0.000102
69,0.000101
155,0.000100
127,0.000100
1454,0.000099
4847,0.000099
3504,0.000096
2857,0.000094
