VertexID,Rank
33,0.000243
1764,0.000238
3823,0.000184
338,0.000149
1511,0.000139
3,0.000138
952,0.000127
1113,0.000122
4972,0.000111
6908,0.000110
2371,0.000109
853,0.000107
127,0.000106
7307,0.000104
155,0.000099
4251,0.000098
3504,0.000096
1644,0.000095
1882,0.000095
1964,0.000094
