VertexID,Rank
33,0.000248
1764,0.000245
3823,0.000196
338,0.000151
3,0.000151
1511,0.000134
853,0.000128
1113,0.000122
952,0.000119
7307,0.000119
4972,0.000116
127,0.000107
736,0.000105
2371,0.000105
155,0.000103
3504,0.000098
4251,0.000098
7438,0.000096
6908,0.000095
1454,0.000094
